"EIN","NAME","DBA","FISYR","STATE","ADDRESS","CITY","ZIP","STYEAR","ENDYEAR","TAXPREP","FORMTYPE","GROSSRECEIPTS","GROUPRETURN","GROUPEXEMPTNUM","FORMYEAR","DOMICILE","WEBSITE","URL","FORMORGASSOC","FORMORGCORP","FORMORGTRUST","FORMORGOTHER","FORMORGOTHERDESC","FORMORG","ACCTACCRUAL","ACCTCASH","ACCTOTHER","ACCTMETHOD","EXEMPT4947A1","EXEMPT501C","EXEMPT501CNUM","EXEMPT501C3","EXEMPT527","EXEMPTSTATUS","MISSION","DISCOPS","VOTINGMEMBERS","INDVOTINGMEMBERS","TOTEMPLOYEE","TOTVOLUNTEERS","TOTUBI","NETUBI","CONTRIBPRIOR","CONTRIBCURRENT","PSRPRIOR","PSRCURRENT","INVINCPRIOR","INVINCCURRENT","OTHERREVPRIOR","OTHERREVCURRENT","TOTALREVPRIOR","TOTALREVCURRENT","MEMBERDUES","GROSSSALESOTHER","SALESCOSTOTHER","NETSALESOTHER","GROSSINCGAMING","GROSSINCFNDEVENTS","GAMINGEXP","FNDEVENTSEXP","EXPGAMINGFNDEVENTS","GAMINGNET","FNDEVENTSNET","NETGAMINGFNDEVENTS","GROSSSALESINV","SALESCOSTINV","NETSALESINV","GRANTSPAIDPRIOR","GRANTSPAIDCURRENT","MEMBERBENPRIOR","MEMBERBENCURRENT","SALARIESPRIOR","SALARIESCURRENT","PROFUNDFEESPRIOR","PROFUNDFEESCURRENT","TOTFUNDEXP","FEESMGMT","FEESLEGAL","FEESACCT","FEESLOBBY","FEESPROFND","FEESINVMGMT","FEESOTHER","PROFEESINDEP","OCCUPANCY","OFFICEEXP","OTHEREXPPRIOR","OTHEREXPCURRENT","TOTALEXPPRIOR","TOTALEXPCURRENT","REVLESSEXPPRIOR","REVLESSEXPCURRENT","TOTALASSETSBEGYEAR","TOTALASSETSENDYEAR","TOTALLIABBEGYEAR","TOTALLIABENDYEAR","NETASSETSBEGYEAR","OTHERASSETSCHANGES","NETASSETSENDYEAR","CASHBEGYEAR","CASHENDYEAR","SAVINVBEGYEAR","SAVINVENDYEAR","CASHINVBEGYEAR","CASHINVENDYEAR","LANDBLDEQUIPCOST","LANDBLDEQUIPDEP","LANDBEGYEAR","LANDENDYEAR","OTHERASSETSBEGYEAR","OTHERASSETSENDYEAR","TOTALPROGSERVEXP","LOBBYING","FOREIGNREV","SCHEDOPARTVI","VMGOVERNING","IVMGOVERNING","OFFICERREL","MGMTDEL","CHANGESGOVDOCS","DIVASSETS","STOCKMEMBER","MEMBERCHOOSE","GOVBODYDECISION","GOVBODYDOCU","COMMITTEEDOCU","NOTREACH","COIPOLICY","COIDISCLOSE","COIMONITOR","WBPOLICY","FILINGSTATES","PUBLICWEBSELF","PUBLICWEBOTHER","PUBLICREQUEST","PUBLICOTHER","PUBLICSHARE","ORGBOOKNAME","ORGBOOKPHONE","ORGBOOKADDRESS","ORGBOOKCITY","ORGBOOKSTATE","ORGBOOKZIP","PLEDGEGRANTBEGYEAR","PLEDGEGRANTENDYEAR","ACCTRECBEGYEAR","ACCTRECENDYEAR","LOANSFROMOFFBEGYEAR","LOANSFROMOFFENDYEAR","LOANSDQPBEGYEAR","LOANSDQPENDYEAR","LOANSNOTESBEGYEAR","LOANSNOTESENDYEAR","INVENTORYBEGYEAR","INVENTORYENDYEAR","PREEXPBEGYEAR","PREEXPENDYEAR","INVESTPUBBEGYEAR","INVESTPUBENDYEAR","INVESTOTHBEGYEAR","INVESTOTHENDYEAR","INVESTPRGBEGYEAR","INVESTPRGENDYEAR","INTANASSETSBEGYEAR","INTANASSETSENDYEAR","TABALSHEETBEGYEAR","TABALSHEETENDYEAR","ACCTPAYBEGYEAR","ACCTPAYENDYEAR","GRANTSPAYBEGYEAR","GRANTSPAYENDYEAR","DEFREVBEGYEAR","DEFREVENDYEAR","BONDBEGYEAR","BONDENDYEAR","ESCROWBEGYEAR","ESCROWENDYEAR","LOANSTOOFFBEGYEAR","LOANSTOOFFENDYEAR","MORTGAGEBEGYEAR","MORTGAGEENDYEAR","UNSECNOTESBEGYEAR","UNSECNOTESENDYEAR","OTHERLIABBEGYEAR","OTHERLIABENDYEAR","TLBALSHEETBEGYEAR","TLBALSHEETENDYEAR","ORGSFAS117","ORGNOTSFAS117","URESTNABEGYEAR","URESTNAENDYEAR","TRESTNABEGYEAR","TRESTNAENDYEAR","PRESTNABEGYEAR","PRESTNAENDYEAR","STOCKBEGYEAR","STOCKENDYEAR","SURPLUSBEGYEAR","SURPLUSENDYEAR","EARNINGSBEGYEAR","EARNINGSENDYEAR","TOTNETASSETSBEGYEAR","TOTNETASSETSENDYEAR","TOTLIABNABEGYEAR","TOTLIABNAENDYEAR","SCHEDA","SCHEDB","SCHEDC","SCHEDD","SCHEDE","SCHEDF","SCHEDG","SCHEDH","SCHEDI","SCHEDJ","SCHEDK","SCHEDL","SCHEDM","SCHEDN","SCHEDO","SCHEDR","LOBPOFILING","LOBPOAFFIL","LOBLBFILING","LOBLBAFFIL","TOTLOBEXPFILING","TOTLOBEXPAFFIL","OTHEREXEMPTFILING","OTHEREXEMPTAFFIL","TOTEXEMPTFILING","TOTEXEMPTAFFIL","LOBNTFILING","LOBNTAFFIL","zip5","Fips","NteeFinal","LONGITUDE","LATITUDE","censusTract","block","NAICS","OrgType","lon","lat"
381782520,"PLANNED PARENTHOOD OF WEST AND",NA,2013,"MI","425 CHERRY ST SE","GRAND RAPIDS",49503,"10/1/2013","9/30/2014","CURT A REPPUHN CPA","990",5900211,"FALSE",NA,1964,"MI","WWW.PPWNM.ORG","https://s3.amazonaws.com/irs-form-990/201501349349301715_public.xml",NA,"Corporation",NA,NA,NA,"Corporation","Accrual",NA,NA,"Accrual",NA,NA,NA,"501c3",NA,"501c3","TO PROVIDE COMPREHENSIVE REPRODCUTIVE HEALTH SERVICES, EDUCATION AND TRAINING SERVICES WHICH PROMOTE HEALTHY HUMAN SEXUALITY.",NA,19,19,84,240,0,0,1287963,1497564,3240515,2855141,263318,284952,140129,185059,4931925,4822716,0,0,31899,193612,0,209084,0,24025,24025,0,185059,185059,0,0,0,0,0,0,0,3090189,2993947,0,0,391059,0,3900,33040,0,0,42689,169630,249259,365284,137384,2393421,2112764,5483610,5106711,-551685,-283995,8147891,8676537,1376341,2212396,6771550,NA,6464141,1357179,607261,0,0,1357179,607261,3641139,1295075,771683,2346064,0,0,3699421,"TRUE","FALSE","X",19,19,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","MI",NA,"Another's Website","Upon Request",NA,",Another's Website,Upon Request,",NA,6167747005,NA,NA,NA,NA,2040643,1528334,218541,278326,0,0,0,0,0,0,104140,90368,27072,48640,3520134,3692245,108499,85299,0,85299,0,0,8147891,8676537,407794,396854,0,0,459672,321145,0,0,0,0,0,0,0,0,0,0,508875,1494397,1376341,2212396,"X",NA,3531155,3793734,2057927,1487439,1182468,1182968,0,0,0,0,0,0,6771550,6464141,8147891,8676537,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,37639,37639,0,0,37639,37639,5069072,5219385,5106711,5257024,405336,412851,49503,26081,"E42",-85.658,42.9594,26081002100,2.61e+14,621410,"PC",-85.6581094,42.9597091
381811394,"AMERICAN VETERANS OF WW II KOREA",NA,2013,"MI","2929 MARSHALL AVE SE","GRAND RAPIDS",495081301,"1/1/2013","12/31/2013",NA,"990",756118,"FALSE",NA,1946,"MI","N/A","https://s3.amazonaws.com/irs-form-990/201403199349300955_public.xml",NA,"Corporation",NA,NA,NA,"Corporation",NA,"Cash",NA,"Cash",NA,"501c",19,NA,NA,"501c19","TO BENEFIT VETERANS & COMMUNITY SERVICES",NA,8,58,4,19,18321,13942,64661,59445,1445,285,12,53,124014,119729,190132,179512,0,0,0,0,595612,13060,543827,188,544015,51785,12872,64657,74333,32591,41742,0,0,0,0,37111,32572,0,0,0,0,0,0,0,0,0,0,0,0,232,106605,91957,143716,124529,46416,54983,1012040,1041688,26261,926,985779,NA,1040762,49260,75243,14647,16165,63907,91408,945691,0,945691,945691,0,0,2310,NA,"FALSE","X",8,58,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",NA,NA,"FALSE","",NA,NA,"Upon Request",NA,",,Upon Request,","JOHN C HAPNER SR",6162436577,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2442,4589,0,0,0,0,0,0,0,0,0,0,1012040,1041688,0,0,0,0,0,0,0,0,0,0,0,0,25202,0,0,0,1059,926,26261,926,NA,"X",0,0,0,0,0,0,0,0,0,0,985779,1040762,985779,1040762,1012040,1041688,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,49508,26081,"W30",-85.6453,42.9106,26081004600,2.61e+14,813410,"OT",-85.645609,42.9106486
381813208,"FORGOTTEN MAN MINISTRIES",NA,2013,"MI","3940 FRUIT RIDGE NW","GRAND RAPIDS",49544,"7/1/2013","6/30/2014","TIM CLARK","990",1218154,"0",NA,1966,"MI","FORGOTTENMAN.ORG","https://s3.amazonaws.com/irs-form-990/201443219349308654_public.xml",NA,"Corporation",NA,NA,NA,"Corporation","Accrual",NA,NA,"Accrual",NA,NA,NA,"501c3",NA,"501c3","JAIL MINISTRY",NA,10,10,42,1800,0,0,1177440,1217063,0,0,1144,1091,0,0,1178584,1218154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532402,574292,0,0,136719,0,0,4004,0,0,0,0,4004,14565,7530,668528,707024,1200930,1281316,-22346,-63162,202445,172822,34825,64100,167620,NA,108722,29994,11115,75748,80585,105742,91700,288176,216692,87546,71484,0,0,994489,"0","0","X",10,10,"0","0","0","0","0","0","0","1","1","0","1","0","1","1","MI",NA,NA,"Upon Request",NA,",,Upon Request,",NA,6167844620,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,9157,9638,0,0,0,0,0,0,0,0,202445,172822,17629,53733,0,0,0,0,0,0,0,0,0,0,17196,10367,0,0,0,0,34825,64100,"X",NA,113676,76288,21540,0,32404,32434,0,0,0,0,0,0,167620,108722,202445,172822,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,49544,26081,"I43",-85.7633,43.0372,26081011403,2.61e+14,541199,"PC",-85.761705,43.036727
381846635,"FOREST HILLS PARK ASSOCIATION INC",NA,2013,"MI","847 GREENBRIER SE","GRAND RAPIDS",49546,"1/1/2013","12/31/2013","Jack Gibson","990EZ",105357,NA,NA,NA,"",NA,"https://s3.amazonaws.com/irs-form-990/201422459349200237_public.xml",NA,"Corporation",NA,NA,NA,"Corporation",NA,"Cash",NA,"Cash",NA,"501c",7,NA,NA,"501c7","NEIGHBORHOOD PARK ASSOCIATION",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,9559,NA,13,NA,0,NA,105357,95785,0,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,NA,0,NA,0,NA,45817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,49730,1276,NA,12062,NA,108885,NA,-3528,219521,215993,0,0,219521,0,215993,NA,NA,NA,NA,111385,117670,NA,NA,108136,98323,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,49546,26081,"C03",-85.557,42.951,26081011804,2.61e+14,813920,"OT",-85.557747,42.9493859
381858512,"SOCIETY FOR PROTESTANT REFORMED",NA,2013,"MI","1401 FERNDALE AVE SW","GRAND RAPIDS",49534,"7/1/2013","6/30/2014","JOEL R HOLSTEGE CPA","990",2639321,"0",NA,1968,"MI","WWW.COVENANTCHRISTIANHS.ORG","https://s3.amazonaws.com/irs-form-990/201520149349300002_public.xml",NA,"Corporation",NA,NA,NA,"Corporation",NA,"Cash",NA,"Cash",NA,NA,NA,"501c3",NA,"501c3","OPERATION OF A SECONDARY EDUCATIONAL INSTITUTION",NA,9,9,52,75,0,0,1160465,674411,1946580,1958432,2817,802,2936,5676,3112798,2639321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92100,88210,92100,0,1636061,1745324,0,0,0,0,10467,4000,0,0,0,0,14467,139503,13793,547942,488348,2276103,2321882,836695,317439,7279178,7561356,694919,659658,6584259,NA,6901698,133005,484677,469287,401618,602292,886295,6677602,0,6677602,6677602,0,0,2064795,"0","0","X",9,9,"0","0","0","0","1","1","1","1","1","0","0",NA,NA,"0","",NA,NA,"Upon Request",NA,",,Upon Request,",NA,6165308712,NA,NA,NA,NA,0,0,-716,-2541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7279178,7561356,37823,80628,0,0,0,0,0,0,0,0,0,0,657096,579030,0,0,0,0,694919,659658,"X",NA,6217998,6372868,366261,528830,0,0,0,0,0,0,0,0,6584259,6901698,7279178,7561356,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,49534,26081,"X21",-85.7803,42.9796,26081011701,NA,813110,"PC",-85.7784143,42.9397325
381872660,"ST ANN'S HOME INC",NA,2013,"MI","2161 LEONARD STREET NW","GRAND RAPIDS",495043829,"1/1/2013","12/31/2013","CAROL LALONDE CPA","990",9812717,"0",NA,1951,"MI","WWW.STANNSHOME.COM","https://s3.amazonaws.com/irs-form-990/201413189349306031_public.xml",NA,"Corporation",NA,NA,NA,"Corporation","Accrual",NA,NA,"Accrual",NA,NA,NA,"501c3",NA,"501c3","BASIC NURSING CARE- PROVIDING NURSING CARE AND MISCELLANEOUS SERVICES FOR THE RESIDENTS OF THE HOME. HOME FOR THE AGED - PROVIDED CARE AND LIVING QUARTERS AT THE HOME TO ELDERLY PERSONS IN THE COMMUNITY.",NA,6,6,317,24,0,0,255543,238593,9248685,9421879,2673,2360,144889,149885,9651790,9812717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192000,192500,192000,0,5175440,5422459,17636,3506,3506,106304,7484,58105,0,3506,0,931966,1107365,432993,96938,3894548,3866173,9279624,9484638,372166,328079,8390565,8167531,966261,569992,7424304,NA,7597539,1340136,874592,54887,54887,1395023,929479,13399825,7844482,5505993,5555343,32943,1217,8568514,"0","0","X",6,6,"0","0","0","0","0","0","0","1","1","0","1","1","1","1","MI",NA,NA,"Upon Request",NA,",,Upon Request,",NA,6164537715,NA,NA,NA,NA,0,0,1199874,1375125,0,0,0,0,0,0,29182,37647,155782,171796,0,0,0,0,71768,0,0,0,8390565,8167531,461768,569992,0,0,0,0,0,0,0,0,0,0,504493,0,0,0,0,0,966261,569992,"X",NA,7424304,7597539,0,0,0,0,0,0,0,0,0,0,7424304,7597539,8390565,8167531,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,49504,26081,"E90",-85.7215,42.9861,26081000600,2.61e+14,623110,"PC",-85.7219884,42.9880033
381880873,"GRAND RAPIDS CHRISTIAN SCHOOLS",NA,2013,"MI","1508 ALEXANDER ST SE","GRAND RAPIDS",49506,"7/1/2013","6/30/2014","MARGARET W BISHOP CPA","990",28456676,"0",NA,1969,"MI","WWW.GRCS.ORG","https://s3.amazonaws.com/irs-form-990/201530309349301308_public.xml",NA,"Corporation",NA,NA,NA,"Corporation","Accrual",NA,NA,"Accrual",NA,NA,NA,"501c3",NA,"501c3","PREPARING STUDENTS TO BE EFFECTIVE SERVANTS OF CHRIST IN CONTEMPORARY SOCIETY.",NA,9,9,730,1300,47851,-119824,5214823,4593061,18178563,19244159,-154829,-661086,35906,1829,23274463,23177963,0,8838,669924,-661086,0,88117,0,201829,201829,0,-113712,-113712,4426589,4406960,19629,1996741,1941972,1996741,0,14175162,15056881,0,0,606019,0,45836,39954,0,0,61,85469,171320,2017457,139751,7733592,9581833,23905495,26580686,-631032,-3402723,86379193,76813817,10112301,8514696,76266892,NA,68299121,526264,0,0,0,526264,0,99094063,32136858,69014104,66957205,8632,275993,22924866,"0","0","X",9,9,"0","0","0","0","0","0","0","1","1","0","1","1","1","0","MI",NA,NA,"Upon Request",NA,",,Upon Request,",NA,6165746000,NA,NA,NA,NA,15696011,8428726,838060,930779,0,0,0,0,0,0,135889,78151,160233,142963,0,0,0,0,0,0,0,0,86379193,76813817,5218285,555563,0,0,1025229,984440,0,0,0,0,0,0,3540000,6678996,0,0,328787,295697,10112301,8514696,"X",NA,48857043,61688483,27409849,6610638,0,0,0,0,0,0,0,0,76266892,68299121,86379193,76813817,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,49506,26081,"B25",-85.6321,42.9448,26081003300,2.61e+14,611110,"PC",-85.6325319,42.9439862
381890465,"Tall Turf Ministries",NA,2013,"MI","816 Madison SE","Grand Rapids",49507,"3/1/2013","2/28/2014","JAMES H QUIST CPA","990",501053,"FALSE",NA,1968,"MI","www.tallturf.org","https://s3.amazonaws.com/irs-form-990/201540159349300444_public.xml",NA,"Corporation",NA,NA,NA,"Corporation","Accrual",NA,NA,"Accrual",NA,NA,NA,"501c3",NA,"501c3","The pursuit of God's vision of wholeness, unity, peace and justice in today's world by building lasting and positive relationships with youth so they might become agents of renewal and reconciliation in their communities.",NA,9,9,57,237,0,0,625243,382522,42759,33253,33438,16078,-370,3455,701070,435308,0,0,0,8554,0,0,0,0,0,0,0,0,1144,1037,107,0,0,0,0,442630,338313,0,0,41423,0,0,6830,0,0,5198,0,12028,40631,44080,325652,282469,768282,620782,-67212,-185474,1682836,1610087,20088,100750,1662748,NA,1509337,87881,21647,0,0,87881,21647,2083898,928884,1230204,1155014,0,0,438088,"FALSE","FALSE","X",9,9,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","",NA,"Another's Website","Upon Request",NA,",Another's Website,Upon Request,","BECKY BARKEMA",6164527906,NA,NA,NA,NA,5495,31291,400,1100,0,0,0,0,0,0,3054,2587,13795,13498,342007,384950,0,0,0,0,0,0,1682836,1610087,19988,17804,0,0,100,200,0,0,0,0,0,0,0,82746,0,0,0,0,20088,100750,"X",NA,1585742,1426787,17006,22550,60000,60000,0,0,0,0,0,0,1662748,1509337,1682836,1610087,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,49507,26081,"O55",-85.664192,42.963145,26081002100,2.61e+14,813410,"PC",-85.6587697,42.9480156
381902531,"BETTER BUSINESS BUREAU OF WESTERN",NA,2013,"MI","2627 EAST BELTLINE AVE SE STE 320","GRAND RAPIDS",495465937,"1/1/2013","12/31/2013","MARGARET W BISHOP CPA","990",1219111,"0",NA,1942,"MI","WWW.GRANDRAPIDS.BBB.ORG","https://s3.amazonaws.com/irs-form-990/201410949349300506_public.xml",NA,"Corporation",NA,NA,NA,"Corporation",NA,"Cash",NA,"Cash",NA,"501c",6,NA,NA,"501c6","THE BETTER BUSINESS BUREAU OF WESTERN MICHIGAN, INC PROMOTES DISPUTE RESOLUTION, TRUST IN ADVERTISING AND ETHICAL BUSINESS PRACTICES.",NA,18,18,16,30,3330,0,975521,1054580,102304,125254,12695,14610,0,885,1090520,1195329,1050830,0,0,-556,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,530144,662277,0,0,0,0,5000,12216,0,0,0,112687,129903,32656,54995,520163,479725,1050307,1144002,40213,51327,1402270,1419237,122426,81499,1279844,NA,1337738,474471,751303,581790,159735,1056261,911038,123991,102788,27895,21203,115692,75894,0,NA,"0","X",18,18,"0","0","0","0","0","0","0","1","1","0","1","1","1","1","MI","Own Website","Another's Website","Upon Request",NA,"Own Website,Another's Website,Upon Request,",NA,6162340569,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202422,411102,0,0,0,0,0,0,1402270,1419237,6734,5605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115692,75894,122426,81499,"X",NA,1279844,1337738,0,0,0,0,0,0,0,0,0,0,1279844,1337738,1402270,1419237,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,49546,26081,"S40",-85.583725,42.915207,26081004400,2.61e+14,813910,"OT",-85.584212,42.9152738
381903026,"INNER CITY CHRISTIAN FEDERATION",NA,2013,"MI","920 CHERRY SE","GRAND RAPIDS",49506,"6/1/2013","5/31/2014","TINA PETERS CPA","990",3162260,"0",NA,1974,"MI","WWW.ICCF.ORG","https://s3.amazonaws.com/irs-form-990/201403469349300235_public.xml",NA,"Corporation",NA,NA,NA,"Corporation","Accrual",NA,NA,"Accrual",NA,NA,NA,"501c3",NA,"501c3","TO PROVIDE SAFE, CLEAN, AFFORDABLE AND HIGH QUALITY HOUSING TO PERSONS OF LOW AND MODERATE INCOME TO ENCOURAGE FAMILY RESPONSIBILITY AND INDEPENDENCE.",NA,13,13,49,200,0,0,3621530,1982030,416149,924097,28709,5892,18436,79611,4084824,2991630,0,170469,170630,-161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1588707,1727901,0,0,315338,0,4164,48400,0,0,0,76597,129161,12668,64026,1174744,1775239,2763451,3503140,1321373,-511510,19726547,26204019,8664339,16616103,11062208,NA,9587916,260034,605490,808733,557069,1068767,1162559,20631131,4678190,10279468,15952941,4625118,5073182,2890483,"0","0","X",13,13,"0","0","0","0","0","0","0","1","1","0","1","1","1","0","MI",NA,NA,"Upon Request",NA,",,Upon Request,",NA,6163369333,NA,NA,NA,NA,0,0,72216,392217,0,0,0,0,3060312,3043490,2950,2950,26796,10320,0,0,590920,566360,0,566360,0,0,19726547,26204019,55357,211225,0,0,0,0,0,0,0,0,0,0,7469928,15163575,0,0,1139054,1241303,8664339,16616103,"X",NA,9102282,7601945,61455,87500,1898471,1898471,0,0,0,0,0,0,11062208,9587916,19726547,26204019,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,49506,26081,"L20",-85.6469,42.9596,26081002500,2.61e+14,624229,"PC",-85.6467902,42.9590085
381912094,"DEGAGE MINISTRIES",NA,2013,"MI","144 SOUTH DIVISION","GRAND RAPIDS",49503,"1/1/2013","12/31/2013","DAVID J ZYLSTRA CPA","990",1746670,"0",NA,1969,"MI","WWW.DEGAGEMINISTRIES.ORG","https://s3.amazonaws.com/irs-form-990/201442969349300119_public.xml",NA,"Corporation",NA,NA,NA,"Corporation","Accrual",NA,NA,"Accrual",NA,NA,NA,"501c3",NA,"501c3","DEGAGE MINISTRIES IS A COMMUNITY CENTER THAT PROVIDES OVERNIGHT SHELTER, MEAL SERVICES, HYGIENE FACILITIES AND SUPPORT SERVICES TO HOMELESS AND LOW-INCOME INDIVIDUALS.",NA,11,11,52,0,0,0,1384374,1654131,72094,79080,-107,662,-41588,-50145,1414773,1683728,0,0,125,-125,0,12500,0,62817,62817,0,-50317,-50317,0,0,0,0,0,0,0,636343,685148,0,0,92499,0,0,8944,0,0,0,47792,56736,123894,15789,688890,830825,1325233,1515973,89540,167755,2177020,2370772,27118,35731,2149902,NA,2335041,675989,151261,0,756562,675989,907823,1989245,546428,1485000,1442817,0,0,1196186,"0","0","X",11,11,"0","0","0","0","0","0","0","1","1","0","1","1","1","1","MI",NA,NA,"Upon Request",NA,",,Upon Request,",NA,6164541661,NA,NA,NA,NA,9805,6925,0,0,0,0,0,0,0,0,0,0,6226,13207,0,0,0,0,0,0,0,0,2177020,2370772,27118,35731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27118,35731,"X",NA,2124902,2157041,25000,178000,0,0,0,0,0,0,0,0,2149902,2335041,2177020,2370772,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,49503,26081,"P28",-85.6678,42.9597,26081002100,2.61e+14,624190,"PC",-85.6674642,42.9597365
381918221,"WEDGWOOD CHRISTIAN SERVICES",NA,2013,"MI","3300 36TH STREET SE","GRAND RAPIDS",495122810,"4/1/2013","3/31/2014","RICHARD L CHRISMAN CPA","990",21700000,"0",NA,1960,"MI","WWW.WEDGWOOD.ORG","https://s3.amazonaws.com/irs-form-990/201510439349301821_public.xml",NA,"Corporation",NA,NA,NA,"Corporation","Accrual",NA,NA,"Accrual",NA,NA,NA,"501c3",NA,"501c3","CHRISTIAN ORGANIZATION DEDICATED TO HELPING YOUNG PEOPLE LIVE PRODUCTIVE AND FUFULLING LIVES.",NA,15,15,445,200,0,0,7665103,5213694,14058845,14747388,63923,55750,608166,1509551,22396037,21526383,0,25812,22684,3128,0,52579,0,150933,150933,0,-98354,-98354,0,0,0,451542,359402,451542,0,11976398,12542831,0,5047,461335,0,87503,18401,0,5047,0,611492,722443,887469,76746,4371340,4650285,16799280,17557565,5596757,3968818,30755931,33266027,14637013,13116006,16118918,NA,20150021,4500440,7092302,1053466,596635,5553906,7688937,29311713,9893398,18358885,19418315,188644,176644,15892995,"1","0","X",15,15,"0","0","0","0","0","0","0","1","1","0","1","1","1","1","MI",NA,NA,"Upon Request",NA,",,Upon Request,",NA,6169422110,NA,NA,NA,NA,2994854,2844940,3417649,2958344,0,0,0,0,0,0,0,0,241993,178847,0,0,0,0,0,0,0,0,30755931,33266027,1911242,1891593,0,0,131880,140326,0,0,0,0,0,0,0,0,0,0,12593891,11084087,14637013,13116006,"X",NA,15240075,18690652,878843,1459369,0,0,0,0,0,0,0,0,16118918,20150021,30755931,33266027,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,49512,26081,"P73",-85.5853,42.8979,26081012608,2.61e+14,623990,"PC",-85.584998,42.896883
